""	"pValue"	"log2fc"	"tValue"	"neglog10pValue"
"ENSG00000000003"	0.474277273070348	-0.125740472514524	1.03624970057398	0.323967685840685
"ENSG00000000005"	0.000119051306417323	1.29561705332969	8.23469173114005	3.92426583447396
"ENSG00000000419"	0.780492107474644	0.0815889944717298	0.10183659839838	0.107631484270418
"ENSG00000000457"	0.763292824358145	-0.167322310733434	-2.57248464354671	0.11730882035954
"ENSG00000000460"	0.941389197918878	0.0939428920874388	0.577949349394765	0.0262307893639636
"ENSG00000000938"	0.145513708894263	0.655549452876762	2.69114479563014	0.837096089724997
"ENSG00000000971"	0.0383924363339597	0.530074486718762	3.5246958448672	1.41575432724645
"ENSG00000001036"	0.200661346491749	0.258610210927708	3.06663203729882	0.69753627784675
"ENSG00000001084"	0.16863734508196	-0.193071932389643	-1.45883951766552	0.773046243667089
"ENSG00000001167"	0.223074654116797	-0.785320817511334	-0.70468810178909	0.651549771726625
"ENSG00000001460"	0.479145281503982	-0.3392398387526	-0.67714218214632	0.319532784311881
"ENSG00000001461"	0.719927998413345	-0.353874002972702	-1.82231311177477	0.142710936145684
"ENSG00000001497"	0.810730079160527	-0.250327889144971	-2.04842267561341	0.0911237137828927
"ENSG00000001561"	0.54522692207937	0.145360421183607	1.59671250122317	0.263422707822981
"ENSG00000001617"	0.835874026401355	0.181534968935468	0.725974811373709	0.0778591696437143
"ENSG00000001626"	0.610046458319393	-0.673331700759555	-2.15940977273007	0.214637089868818
"ENSG00000001629"	0.0596284404885871	0.236805322943779	2.65239767497369	1.22454654896481
"ENSG00000001630"	0.0674489841014121	-0.32012584149879	-3.3005954045684	1.17102458717033
"ENSG00000001631"	0.0162377324444644	-0.408373689271	-2.80642434670736	1.78947461891349
"ENSG00000002016"	0.643251869008939	-0.288139464639583	-1.14734638730331	0.191618943245731
"ENSG00000002079"	0.906922512476415	0.196660673195344	0.285961437460774	0.042429817506057
"ENSG00000002330"	0.877075424066261	0.0666825404921738	0.819580204695975	0.0569630578913108
"ENSG00000002549"	0.224273806180465	0.210877823578311	2.30180744687898	0.649221446415125
"ENSG00000002586"	0.266166484604447	0.168227215839352	3.23832276039603	0.574846631309574
"ENSG00000002587"	0.548829427641334	-0.55086957770058	-0.163335456406985	0.260562610275778
"ENSG00000002726"	0.976610365684234	0.057997283699323	-0.805608957207606	0.0102786704516772
"ENSG00000002745"	0.887117792795982	-0.261460761291955	-1.5280104317374	0.0520187100839243
"ENSG00000002746"	0.668657227860985	0.435710832875095	1.16308781000141	0.174796456519045
"ENSG00000002822"	0.552918291967405	0.306779026374858	1.67965687719719	0.257339042238692
"ENSG00000002834"	0.117687051854492	0.218887027271562	3.44156798279108	0.929271316404459
"ENSG00000002919"	0.694393633209004	-0.117029080025729	-2.01972818050853	0.158394269794227
"ENSG00000002933"	0.0338374075954118	0.742000618857585	1.92754852939516	1.4706029172091
"ENSG00000003056"	0.530602553016597	0.363267636008228	1.70647802021323	0.275230664722417
"ENSG00000003096"	0.104302051241946	0.991010188566177	0.358918645356425	0.981707150496782
"ENSG00000003137"	0.165266199801748	-0.943072529726702	1.34342536498492	0.781815959136252
"ENSG00000003147"	0.421876173608568	0.17726395534026	1.57389797709977	0.374815001668417
"ENSG00000003249"	0.631048366446497	0.513245119482	0.845279810176972	0.199937353155498
"ENSG00000003393"	0.0262045507812427	-0.302431613090095	-1.65432908461198	1.58162328091081
"ENSG00000003400"	0.460247267234974	-0.391071697617816	0.707579968679869	0.337008781484012
"ENSG00000003402"	0.171073061463899	0.180999799799993	-1.28928395918222	0.766818372566792
"ENSG00000003436"	0.0151265063884249	0.407889092181664	2.94587287204258	1.82026136486696
"ENSG00000003509"	0.758633745913875	-0.167920453110391	-2.2692723045825	0.11996784270597
"ENSG00000003756"	0.164604799486197	0.327706659218336	2.40470146125642	0.783557505940377
"ENSG00000003987"	0.676758695856548	-0.529886946033823	-0.821397877051282	0.169566155153686
"ENSG00000003989"	0.300316503948466	0.316507354505298	0.182228955136389	0.522420800412417
"ENSG00000004059"	0.686966555890459	0.14262817795319	0.577202074965729	0.16306440551072
"ENSG00000004139"	0.683295631954387	-0.503965390666606	1.02739021906425	0.165391355545672
"ENSG00000004142"	0.327000335207531	-0.280029704123956	-0.284889706590482	0.485451802144893
"ENSG00000004399"	0.247149626811016	0.157792384784031	1.00322272846188	0.60704004097516
"ENSG00000004455"	0.369909515024949	0.523873510295636	2.50069439426655	0.43190449736889
"ENSG00000004468"	0.960091091379525	-0.0651650009762541	0.251185276514315	0.0176875600784414
"ENSG00000004478"	0.531757788149291	0.572494080551038	-2.12660031079021	0.274286140681478
"ENSG00000004487"	0.992181596728688	-0.00510404459964597	-2.00451616217554	0.00340883264482653
"ENSG00000004534"	0.960065925041468	0.0218556780077854	-1.81213500848123	0.0176989441492804
"ENSG00000004660"	0.923708419960504	0.124663407531492	0.621296828085148	0.0344650975964549
"ENSG00000004700"	0.206941650452801	0.236117014613793	1.2915116676302	0.684152091541196
"ENSG00000004766"	0.856525475526259	-0.328300224576126	1.6279124095545	0.067259715341856
"ENSG00000004776"	0.889302577253713	0.147681963701229	0.802213154745569	0.0509504490703207
"ENSG00000004777"	0.742210335095512	-0.293366683412175	2.20862595287126	0.129473002501787
"ENSG00000004779"	0.781679272199268	-0.0950667229650648	-1.85543443614534	0.106971404083347
"ENSG00000004799"	0.114222073160647	-0.61930844974864	-3.91060935366076	0.942249961540727
"ENSG00000004809"	0.921020706676663	-0.148711575951792	2.37598239030189	0.0357306057485113
"ENSG00000004838"	0.567812224043433	-0.129251906594497	-0.77284397289774	0.245795262078806
"ENSG00000004846"	0.397154552244683	0.916692152345188	-1.76936040944833	0.401040455137968
"ENSG00000004848"	0.774184730758237	0.391606461810325	-0.750936769393226	0.111155398520596
"ENSG00000004864"	0.237670488663874	0.321153107217368	1.38851616930668	0.624024740889042
"ENSG00000004866"	0.478567946247588	0.181294451326684	0.652999665518252	0.320056393131654
"ENSG00000004897"	0.396227272038244	-0.182740393503328	2.09297208691011	0.402055635591768
"ENSG00000004939"	0.329590854739189	0.864832670800564	-1.46677673075707	0.482024847312931
"ENSG00000004948"	0.858343548118501	0.274504666932781	-1.2706112922714	0.066338852955926
"ENSG00000004961"	0.3849879311881	0.179075745444164	1.07693056951235	0.414552884778683
"ENSG00000004975"	0.524354294076057	-0.122606638036965	-3.2736052704769	0.280375171092651
"ENSG00000005001"	0.935117554399229	-0.0798737566243428	-0.883442645993411	0.029133790177961
"ENSG00000005007"	0.579599083174164	-0.235529386882346	-1.34710724416692	0.236872310179325
"ENSG00000005020"	0.479616592275861	0.107637550263911	1.15707612323947	0.319105800950163
"ENSG00000005022"	0.58282747301794	-0.123577646121738	-0.562683668084022	0.234459984872396
"ENSG00000005059"	0.000302162062297089	0.55184292867273	2.28751751012325	3.51976006405163
"ENSG00000005073"	0.74570278508552	-0.323615907777244	2.44080625693943	0.127434234883046
"ENSG00000005075"	0.845448949282195	0.250331327101748	-1.90734800062807	0.0729126112648238
"ENSG00000005100"	0.581066868231771	-0.126737704718815	-0.68745264543434	0.235773886829907
"ENSG00000005102"	0.250816033850031	0.215746943078026	1.80601541223276	0.600644703925798
"ENSG00000005108"	0.00807243307383908	0.596786113295861	2.5530976758889	2.09299554690329
"ENSG00000005156"	0.537854944713949	-0.658156242267009	-1.0616536271646	0.269334834378964
"ENSG00000005175"	0.0805394498839274	0.324954822980958	1.96661086893488	1.09399134112033
"ENSG00000005187"	0.675331963152567	0.411632785059903	1.22785719633025	0.170482694834418
"ENSG00000005189"	0.665198635289763	-0.324447644097857	-1.53448309579888	0.177048650442797
"ENSG00000005194"	0.643998376713994	-0.133288008221761	0.755185391702977	0.191115227337461
"ENSG00000005206"	0.51095729759755	0.391371759020266	1.65273003907273	0.291615393784422
"ENSG00000005238"	0.924720336221698	0.0497976152862076	0.291122293095739	0.0339895913689979
"ENSG00000005243"	0.282234618329472	0.36972462904056	1.36340802154833	0.549389717628549
"ENSG00000005249"	2.38993071775429e-05	-0.554517523356605	-4.92605349866549	4.621614688731
"ENSG00000005302"	0.174142928210552	0.231706546918316	1.55583328083853	0.759094157160346
"ENSG00000005339"	0.155844670646663	0.766203922688145	2.70171977460596	0.807308044515278
"ENSG00000005379"	0.561152345043066	-0.491698994966383	-0.0826528255562303	0.250919217835421
"ENSG00000005381"	0.479317443525212	-0.717634923327044	0.397853233576059	0.319376765690259
"ENSG00000005421"	0.976534960683984	-0.0588116430682701	-1.48860481696182	0.0103122040296354
"ENSG00000005436"	0.0124340103648212	-0.387900702165842	-2.52312246837766	1.90538877494576
"ENSG00000005448"	0.396062414619668	0.202394446673187	0.262684450987844	0.402236369152805
"ENSG00000005469"	0.359678898056613	0.192855091451072	1.61358775561447	0.444085040987158
"ENSG00000005471"	0.814607333446058	-0.178997900442681	1.28389903730559	0.0890516845264509
"ENSG00000005483"	0.845934846063099	0.0715444936511656	1.41893620051324	0.0726630850519006
"ENSG00000005486"	0.689446331111544	0.142915850364705	2.25676273914329	0.161499535157855
"ENSG00000005513"	0.867885707511452	-0.194163051344098	1.3138565963643	0.0615374636084108
"ENSG00000005700"	0.95906375980522	-0.0191417900498649	0.155659688323554	0.0181525194079575
"ENSG00000005801"	0.722127567281067	-0.0995318959616149	0.123869447360653	0.141386075460198
"ENSG00000005810"	0.0160334760507739	-0.306141689437167	-3.5796372737537	1.79497231257945
"ENSG00000005812"	0.77649377054286	-0.0633061735672484	-1.27622162602398	0.109862024068988
"ENSG00000005844"	0.361284014821379	0.792011831467815	1.83297876354388	0.442151253567453
"ENSG00000005882"	0.00145909144267787	-0.64147523493253	-5.92921350646482	2.83591748959664
"ENSG00000005889"	0.817324569329106	-0.262382681632113	-1.34295671821179	0.0876054456992415
"ENSG00000005893"	0.00394804508366087	0.525563651811268	2.70419031380896	2.40361789666265
"ENSG00000005955"	0.17143425960269	-0.185625272620715	-2.75871827800621	0.765902383873683
"ENSG00000005961"	0.896368143238798	-0.179152035302983	-0.873114151440652	0.0475135866098112
"ENSG00000005981"	0.448760862563048	0.695736336980333	-1.23531542392704	0.347985025891964
"ENSG00000006007"	0.454379890589441	0.143959883717304	1.4983684723275	0.342580897365905
"ENSG00000006015"	0.319041256551208	0.335458229850222	1.23004979506676	0.496153152886425
"ENSG00000006016"	0.598432045707405	0.473426018732997	2.5773594276058	0.22298515828989
"ENSG00000006025"	0.383821250581635	-0.715641006186224	1.75188243324281	0.415870983860967
"ENSG00000006042"	0.00226230803402637	0.580050604160585	2.16677188431741	2.64544826220015
"ENSG00000006047"	0.107656210034363	-0.376303860285539	-3.42396942625571	0.967960913301074
"ENSG00000006059"	0.830700607370082	0.196083556340811	-0.322462773668529	0.0805554719984942
"ENSG00000006062"	0.877998710306633	0.0888534454262775	0.937627860216173	0.0565061220291182
"ENSG00000006071"	0.838390970675618	-0.151199285708879	-1.62722196476145	0.0765534076109101
"ENSG00000006074"	0.00498798491009061	1.83074353525677	4.2860279126776	2.30207486904159
"ENSG00000006075"	0.00201815394899367	1.60539538464221	3.67353201543313	2.69504570794633
"ENSG00000006114"	0.659819790919571	-0.0859126696932151	-2.66854031169104	0.18057466217919
